,start_timestamp,end_timestamp,marketprice,unit
201,2021-01-09 08:00:00,2021-01-09 09:00:00,66.92,Eur/MWh
202,2021-01-09 09:00:00,2021-01-09 10:00:00,67.71,Eur/MWh
203,2021-01-09 10:00:00,2021-01-09 11:00:00,68.0,Eur/MWh
204,2021-01-09 11:00:00,2021-01-09 12:00:00,67.01,Eur/MWh
205,2021-01-09 12:00:00,2021-01-09 13:00:00,62.53,Eur/MWh
206,2021-01-09 13:00:00,2021-01-09 14:00:00,60.0,Eur/MWh
207,2021-01-09 14:00:00,2021-01-09 15:00:00,60.0,Eur/MWh
208,2021-01-09 15:00:00,2021-01-09 16:00:00,62.78,Eur/MWh
209,2021-01-09 16:00:00,2021-01-09 17:00:00,69.92,Eur/MWh
210,2021-01-09 17:00:00,2021-01-09 18:00:00,71.99,Eur/MWh
211,2021-01-09 18:00:00,2021-01-09 19:00:00,68.95,Eur/MWh
212,2021-01-09 19:00:00,2021-01-09 20:00:00,62.66,Eur/MWh
213,2021-01-09 20:00:00,2021-01-09 21:00:00,56.54,Eur/MWh
214,2021-01-09 21:00:00,2021-01-09 22:00:00,55.81,Eur/MWh
215,2021-01-09 22:00:00,2021-01-09 23:00:00,50.85,Eur/MWh
216,2021-01-09 23:00:00,2021-01-10 00:00:00,54.65,Eur/MWh
217,2021-01-10 00:00:00,2021-01-10 01:00:00,51.79,Eur/MWh
218,2021-01-10 01:00:00,2021-01-10 02:00:00,50.58,Eur/MWh
219,2021-01-10 02:00:00,2021-01-10 03:00:00,47.98,Eur/MWh
220,2021-01-10 03:00:00,2021-01-10 04:00:00,47.6,Eur/MWh
221,2021-01-10 04:00:00,2021-01-10 05:00:00,47.59,Eur/MWh
222,2021-01-10 05:00:00,2021-01-10 06:00:00,42.09,Eur/MWh
223,2021-01-10 06:00:00,2021-01-10 07:00:00,44.56,Eur/MWh
224,2021-01-10 07:00:00,2021-01-10 08:00:00,49.46,Eur/MWh
225,2021-01-10 08:00:00,2021-01-10 09:00:00,54.96,Eur/MWh
226,2021-01-10 09:00:00,2021-01-10 10:00:00,53.63,Eur/MWh
227,2021-01-10 10:00:00,2021-01-10 11:00:00,55.57,Eur/MWh
228,2021-01-10 11:00:00,2021-01-10 12:00:00,54.17,Eur/MWh
229,2021-01-10 12:00:00,2021-01-10 13:00:00,52.62,Eur/MWh
230,2021-01-10 13:00:00,2021-01-10 14:00:00,53.18,Eur/MWh
231,2021-01-10 14:00:00,2021-01-10 15:00:00,54.85,Eur/MWh
232,2021-01-10 15:00:00,2021-01-10 16:00:00,56.52,Eur/MWh
233,2021-01-10 16:00:00,2021-01-10 17:00:00,62.09,Eur/MWh
234,2021-01-10 17:00:00,2021-01-10 18:00:00,63.41,Eur/MWh
235,2021-01-10 18:00:00,2021-01-10 19:00:00,56.39,Eur/MWh
236,2021-01-10 19:00:00,2021-01-10 20:00:00,55.64,Eur/MWh
237,2021-01-10 20:00:00,2021-01-10 21:00:00,53.33,Eur/MWh
238,2021-01-10 21:00:00,2021-01-10 22:00:00,52.05,Eur/MWh
239,2021-01-10 22:00:00,2021-01-10 23:00:00,37.24,Eur/MWh
240,2021-01-10 23:00:00,2021-01-11 00:00:00,44.9,Eur/MWh
241,2021-01-11 00:00:00,2021-01-11 01:00:00,44.74,Eur/MWh
242,2021-01-11 01:00:00,2021-01-11 02:00:00,45.06,Eur/MWh
243,2021-01-11 02:00:00,2021-01-11 03:00:00,44.07,Eur/MWh
244,2021-01-11 03:00:00,2021-01-11 04:00:00,44.53,Eur/MWh
245,2021-01-11 04:00:00,2021-01-11 05:00:00,42.74,Eur/MWh
246,2021-01-11 05:00:00,2021-01-11 06:00:00,54.62,Eur/MWh
247,2021-01-11 06:00:00,2021-01-11 07:00:00,67.11,Eur/MWh
248,2021-01-11 07:00:00,2021-01-11 08:00:00,70.59,Eur/MWh
249,2021-01-11 08:00:00,2021-01-11 09:00:00,58.32,Eur/MWh
250,2021-01-11 09:00:00,2021-01-11 10:00:00,55.89,Eur/MWh
251,2021-01-11 10:00:00,2021-01-11 11:00:00,54.49,Eur/MWh
252,2021-01-11 11:00:00,2021-01-11 12:00:00,53.35,Eur/MWh
